supermarket,product,unit_price,year,month,day,weekday,total_sale
Morrisons,Ambrosia Devon Custard,6.3,2024,1,28,6,1
Morrisons,Cofresh London Mix,4.7,2024,1,28,6,1
Morrisons,Schweppes Lemonade,4.3,2024,1,28,6,1
Morrisons,Relentless Raspberry Zero Energy Drink,2.8,2024,1,28,6,1
Morrisons,Innocent Apple Juice,2.2,2024,1,28,6,1
Morrisons,Dairylea Cheese Spread,8.33,2024,1,28,6,1
Morrisons,Jimmy's Iced Coffee Mocha,6.8,2024,1,28,6,1
Morrisons,Fruit Shoot Orange Kids Juice Drink,1.9,2024,1,28,6,1
Morrisons,Salaam Basmati Rice,1.7,2024,1,28,6,1
Morrisons,Fruit Shoot Summer Fruits Kids Juice Drink,1.9,2024,1,28,6,1
Morrisons,Ginsters Peppered Steak Slice,7.3,2024,1,28,6,1
Morrisons,Properchips Barbecue Lentil Chips,23.5,2024,1,28,6,1
Morrisons,Schweppes Pink Soda,1.3,2024,1,28,6,1
Morrisons,Cadbury Dairy Milk Chocolate Bar,12.5,2024,1,28,6,1
Morrisons,Relentless Origin Energy Drink,2.8,2024,1,28,6,1
Morrisons,Cadbury Dairy Milk Whole Nut Chocolate Bar,11.1,2024,1,28,6,1
Morrisons,Haagen-Dazs Strawberry Cheesecake Ice Cream,8.1,2024,1,28,6,1
Morrisons,Tiger Energy Drink,3.2,2024,1,28,6,1
Morrisons,Maynards Bassetts Jelly Babies,9.1,2024,1,28,6,1
Morrisons,Quorn Vegan Chicken Free Slices,15.0,2024,1,28,6,1
Morrisons,Coca-Cola Cherry,3.8,2024,1,28,6,1
Morrisons,Goodfella's Gluten Free Margherita Pizza,12.2,2024,1,28,6,1
Morrisons,Arla Protein Chocolate Flavour Pudding,6.2,2024,1,28,6,1
Morrisons,Quorn Vegetarian Chicken & Leek Family Pie,5.15,2024,1,28,6,1
Morrisons,Ginsters Chicken & Mushroom Slice,7.3,2024,1,28,6,1
Morrisons,Monster Energy Drink,3.6,2024,1,28,6,1
Morrisons,Coca-Cola Zero Sugar Cherry,3.8,2024,1,28,6,1
Morrisons,Swizzels Luscious Lollies,6.5,2024,1,28,6,1
Morrisons,Bombay Sapphire Gin & Tonic,10.0,2024,1,28,6,1
Morrisons,Rajah Haldi Ground Turmeric,10.0,2024,1,28,6,1
Morrisons,Buxton Still Natural Mineral Water,0.6,2024,1,28,6,1
Morrisons,Oust All Purpose Descaler,22.67,2024,1,28,6,1
Morrisons,Deep Heat Muscle Rescue Heat Spray,81.4,2024,1,28,6,1
Morrisons,Schweppes Slimline Lemonade,0.7,2024,1,28,6,1
Morrisons,Black Sheep Ale,3.13,2024,1,28,6,1
Morrisons,Lyle's Golden Syrup,2.8,2024,1,28,6,1
Morrisons,Bakers Meaty Meals Adult Small Dry Dog Food Beef,4.35,2024,1,28,6,1
Morrisons,Tropicana Pressed Apple Fruit Juice,2.0,2024,1,28,6,1
Morrisons,Savlon Antiseptic Cream,73.0,2024,1,28,6,1
Morrisons,Sudafed Blocked Nose Spray,366.7,2024,1,28,6,1
Morrisons,Yakult Original,5.6,2024,1,28,6,1
Morrisons,McCain Crispy French Fries,3.54,2024,1,28,6,1
Morrisons,Cofresh Chilli & Lemon Bombay Mix,5.0,2024,1,28,6,1
Morrisons,Cetaphil Gentle Skin Cleanser,31.8,2024,1,28,6,1
Morrisons,Peperami Chorizo,20.0,2024,1,28,6,1
Morrisons,Peperami Firestick,20.0,2024,1,28,6,1
Morrisons,Rajah Chilli Powder,10.0,2024,1,28,6,1
Morrisons,Tilda Kids Sunshine Vegetable Rice,10.0,2024,1,28,6,1
Morrisons,San Pellegrino Sparkling Natural Mineral Water,0.9,2024,1,28,6,1
Morrisons,Cetaphil Oily Skin Cleanser,31.8,2024,1,28,6,1
Morrisons,Barossa Ink Shiraz,12.64,2024,1,28,6,1
Morrisons,Robinsons Crushed Lime & Mint Fruit Cordial,6.0,2024,1,28,6,1
Morrisons,Yakult Balance,5.6,2024,1,28,6,1
Morrisons,Morliny Frankfurters,7.1,2024,1,28,6,1
Morrisons,Rustlers All Day Breakfast Pancake Stack,17.4,2024,1,28,6,1
Morrisons,Robinsons Pressed Pear & Elderflower Fruit Cordial,6.0,2024,1,28,6,1
Morrisons,Onken Natural Set Yogurt,2.8,2024,1,28,6,1
Morrisons,M&M's Milk Chocolate Bites Pouch Bag,8.5,2024,1,28,6,1
Morrisons,Tropicana Pure Orange & Mango Fruit Juice,2.0,2024,1,28,6,1
Morrisons,Lindt Gold Bunny White Chocolate,37.5,2024,1,28,6,1
Morrisons,Prymat Chicken Seasoning,13.0,2024,1,28,6,1
Morrisons,Fruit Shoot Apple Kids Juice Drink,2.2,2024,1,28,6,1
Morrisons,Innocent Tropical Juice,2.2,2024,1,28,6,1
Morrisons,Kiddylicious Banana & Pumpkin Melty Buttons,73.3,2024,1,28,6,1
Morrisons,Bakers Meaty Meals Adult Dry Dog Food Chicken,3.33,2024,1,28,6,1
Morrisons,Covonia Dry & Tickly Cough Linctus,31.7,2024,1,28,6,1
Morrisons,Metanium Nappy Rash Ointment,155.0,2024,1,28,6,1
Morrisons,Jimmy's Iced Coffee Original,6.8,2024,1,28,6,1
Morrisons,Pepsi Max Lime No Sugar Cola Cans,1.3,2024,1,28,6,1
Morrisons,Mr Muscle Oven Cleaner,13.33,2024,1,28,6,1
Morrisons,Shaken Udder Vanillalicious Milkshake,4.82,2024,1,28,6,1
Morrisons,Benylin Dry & Tickly Cough Syrup,32.7,2024,1,28,6,1
Morrisons,Peperami Pizza Buns Original,15.6,2024,1,28,6,1
Morrisons,Bundaberg Ginger Beer,4.1,2024,1,28,6,1
Morrisons,Cherry Blossom Shoe Polish Black,50.0,2024,1,28,6,1
Morrisons,Shaken Udder Chocolush Milkshake,3.27,2024,1,28,6,1
Morrisons,Aunt Bessie's Jam Roly Poly,8.3,2024,1,28,6,1
Morrisons,Monster Energy Drink Pacific Punch,3.0,2024,1,28,6,1
Morrisons,Haagen-Dazs Vanilla Ice Cream,11.3,2024,1,28,6,1
Morrisons,Naked Strawberry & Banana Smoothie,7.8,2024,1,28,6,1
Morrisons,Haagen-Dazs Salted Caramel Ice Cream,11.3,2024,1,28,6,1
Morrisons,Colgate Total Advanced Deep Clean Toothpaste,33.3,2024,1,28,6,1
Morrisons,Haagen-Dazs Belgian Chocolate Ice Cream,11.3,2024,1,28,6,1
Morrisons,Pukka Vegan Chicken & Mushroom Pie,9.5,2024,1,28,6,1
Morrisons,Halo Top Sea Salt Caramel Ice Cream,7.93,2024,1,28,6,1
Morrisons,Lurpak Slightly Salted Butter,8.5,2024,1,28,6,1
Morrisons,Canescool Soothing Cream Gel,400.0,2024,1,28,6,1
Morrisons,Ben & Jerry's Caramel Chew Chew Ice Cream Tub,11.8,2024,1,28,6,1
Morrisons,Durex Play Silicone Based Perfect Glide Lubricant Gel,210.0,2024,1,28,6,1
Morrisons,Sterling Rolling Tobacco Essential,609.0,2024,1,28,6,1
Morrisons,Nizoral Anti-Dandruff Shampoo,108.3,2024,1,28,6,1
Morrisons,Bulldog Sensitive Moisturiser,66.0,2024,1,28,6,1
Morrisons,Bulldog Skincare Original Shower Gel,10.0,2024,1,28,6,1
Morrisons,Mr Kipling Manor House Cake,3.0,2024,1,28,6,1
Morrisons,Cherry Blossom Shoe Care Brush Set,4.5,2024,1,28,6,1
Morrisons,Cadbury Dairy Milk Chocolate Bar,12.2,2024,1,27,5,1
Morrisons,Monster Energy Zero Sugar,2.8,2024,1,27,5,1
Morrisons,McCain Potato Smiles,4.4,2024,1,27,5,1
Morrisons,Laila Basmati Rice,1.4,2024,1,27,5,1
Morrisons,Coca-Cola Original Taste,2.5,2024,1,27,5,1
Morrisons,Pepsi Max No Sugar Cola Bottle,1.0,2024,1,27,5,1
Morrisons,Walkers Cheese & Onion Multipack Crisps,14.7,2024,1,27,5,1
Morrisons,Reese's Peanut Butter Creme Egg,20.6,2024,1,27,5,1
Morrisons,Walkers Ready Salted Multipack Crisps,14.7,2024,1,27,5,1
Morrisons,Birds Eye Garden Peas,4.27,2024,1,27,5,1
Morrisons,Elephant Atta Medium Chapatti Flour,0.7,2024,1,27,5,1
Morrisons,Coca-Cola Zero Sugar,1.0,2024,1,27,5,1
Morrisons,Schweppes Slimline Tonic Water,1.3,2024,1,27,5,1
Morrisons,Pepsi Max Cherry No Sugar Cola Bottle,1.0,2024,1,27,5,1
Morrisons,Cadbury Dairy Milk Caramel Chocolate Bar,11.3,2024,1,27,5,1
Morrisons,Kikkoman Tamari Gluten Free Soy Sauce,9.0,2024,1,27,5,1
Morrisons,Lee Kum Kee Premium Dark Soy Sauce,9.9,2024,1,27,5,1
Morrisons,Heinz Vegetable Soup,4.2,2024,1,27,5,1
Morrisons,Heinz Oxtail Soup,4.2,2024,1,27,5,1
Morrisons,Soreen Lift Bars Blueberry,7.4,2024,1,27,5,1
Morrisons,Arla Protein Strawberry Yogurt,7.2,2024,1,27,5,1
Morrisons,Tilda Pure Basmati Rice,2.6,2024,1,27,5,1
Morrisons,Schweppes Tonic Water,1.3,2024,1,27,5,1
Morrisons,Peperami Original Salami,20.0,2024,1,27,5,1
Morrisons,Ginsters Chicken & Mushroom Slice,7.3,2024,1,27,5,1
Morrisons,Sudocrem Antiseptic Healing Cream,30.0,2024,1,27,5,1
Morrisons,Diet Pepsi Cola Bottle,1.0,2024,1,27,5,1
Morrisons,Soreen Lift Bars Raspberry & Vanilla,7.4,2024,1,27,5,1
Morrisons,Heinz Spaghetti Hoops in Tomato Sauce,4.39,2024,1,27,5,1
Morrisons,Walkers Salt & Vinegar Multipack Crisps,14.7,2024,1,27,5,1
Morrisons,Kiddylicious Veggie Straws,45.8,2024,1,27,5,1
Morrisons,Maltesers Cake Bars,0.3,2024,1,27,5,1
Morrisons,Lee Kum Kee Premium Light Soy Sauce,9.9,2024,1,27,5,1
Morrisons,Fanta Orange Zero,1.0,2024,1,27,5,1
Morrisons,Clover Spread,3.5,2024,1,27,5,1
Morrisons,Walkers Prawn Cocktail Multipack Crisps,14.7,2024,1,27,5,1
Morrisons,Dr Pepper Zero,1.0,2024,1,27,5,1
Morrisons,Ocean Spray Cranberry Classic Juice Drink,1.0,2024,1,27,5,1
Morrisons,Old Jamaica Ginger Beer,1.8,2024,1,27,5,1
Morrisons,Arla Protein Blueberry Yogurt,7.2,2024,1,27,5,1
Morrisons,Dolmio Lasagne Creamy White Sauce,5.3,2024,1,27,5,1
Morrisons,Batchelors Original Mushy Peas,2.67,2024,1,27,5,1
Morrisons,Anchor Salted Butter,8.0,2024,1,27,5,1
Morrisons,Heinz Minestrone Soup,4.2,2024,1,27,5,1
Morrisons,Heinz Beef Broth Soup,4.2,2024,1,27,5,1
Morrisons,Felix Goody Bag Cat Treats Seaside Mix,22.5,2024,1,27,5,1
Morrisons,Maggi Authentic Indian Tamarind Sauce,4.1,2024,1,27,5,1
Morrisons,Heinz Chicken Noodle Soup,4.2,2024,1,27,5,1
Morrisons,Clover Light Spread,3.5,2024,1,27,5,1
Morrisons,Felix Goody Bag Cat Treats Original Mix,22.5,2024,1,27,5,1
Morrisons,Princes Corned Beef,8.8,2024,1,27,5,1
Morrisons,Birds Eye Petits Pois,3.67,2024,1,27,5,1
Morrisons,Cadbury Caramilk Golden Caramel Chocolate Bar,20.3,2024,1,27,5,1
Morrisons,Walkers Roast Chicken Multipack Crisps,14.7,2024,1,27,5,1
Morrisons,Fanta Lemon,1.0,2024,1,27,5,1
Morrisons,Fanta Orange,1.0,2024,1,27,5,1
Morrisons,Fanta Fruit Twist,1.4,2024,1,27,5,1
Morrisons,Cofresh Gujarati Mix,4.7,2024,1,27,5,1
Morrisons,Felix Goody Bag Cat Treats Mixed Grill,22.5,2024,1,27,5,1
Morrisons,Pukka Minced Beef & Onion Pie,5.8,2024,1,27,5,1
Morrisons,Naked Blue Machine Super Smoothie,2.7,2024,1,27,5,1
Morrisons,Ambrosia Devon Custard,6.3,2024,1,27,5,1
Morrisons,Pepsi Max Lime No Sugar Cola Bottle,1.0,2024,1,27,5,1
Morrisons,Red Bull Energy Drink,4.0,2024,1,27,5,1
Morrisons,Bottlegreen Elderflower Cordial,6.8,2024,1,27,5,1
Morrisons,Naked Green Machine Super Smoothie,2.7,2024,1,27,5,1
Morrisons,Vitalite Dairy Free Spread,3.0,2024,1,27,5,1
Morrisons,Quaker Oat So Simple Original Porridge Sachets,12.9,2024,1,27,5,1
Morrisons,Tango Orange Original Bottle,1.0,2024,1,27,5,1
Morrisons,Birds Eye Supersweet Sweetcorn,4.45,2024,1,27,5,1
Morrisons,Quaker Oat So Simple Golden Syrup Porridge Pot,22.6,2024,1,27,5,1
Morrisons,Cadbury Mini Eggs,12.2,2024,1,27,5,1
Morrisons,Relentless Raspberry Zero Energy Drink,2.8,2024,1,27,5,1
Morrisons,Walkers Classic Variety Multipack Crisps,14.7,2024,1,27,5,1
Morrisons,Heinz French Onion Soup,4.2,2024,1,27,5,1
Morrisons,Heinz Lentil Soup,4.2,2024,1,27,5,1
Morrisons,Schweppes Lemonade,4.3,2024,1,27,5,1
Morrisons,Relentless Origin Energy Drink,2.8,2024,1,27,5,1
Morrisons,Cofresh London Mix,4.7,2024,1,27,5,1
Morrisons,Dolmio Lasagne Red Tomato Sauce,5.0,2024,1,27,5,1
Morrisons,Walkers Smoky Bacon Multipack Crisps,14.7,2024,1,27,5,1
Morrisons,Innocent Apple Juice,2.0,2024,1,27,5,1
Morrisons,Jimmy's Iced Coffee Mocha,6.8,2024,1,27,5,1
Morrisons,Heinz Spring Vegetable Soup,4.2,2024,1,27,5,1
Morrisons,Dolmio Bolognese Smooth Tomato Pasta Sauce,5.0,2024,1,27,5,1
Morrisons,Dairylea Cheese Spread,8.33,2024,1,27,5,1
Morrisons,Heinz Spicy Parsnip Soup,4.2,2024,1,27,5,1
Morrisons,Salaam Basmati Rice,1.7,2024,1,27,5,1
Morrisons,Fruit Shoot Summer Fruits Kids Juice Drink,1.9,2024,1,27,5,1
Morrisons,Schweppes Pink Soda,1.3,2024,1,27,5,1
Morrisons,Bombay Sapphire Gin & Tonic,10.0,2024,1,27,5,1
Morrisons,Properchips Barbecue Lentil Chips,23.5,2024,1,27,5,1
Morrisons,Maynards Bassetts Jelly Babies,9.1,2024,1,27,5,1
Morrisons,Quorn Vegan Chicken Free Slices,15.0,2024,1,27,5,1
Morrisons,Coca-Cola Cherry,3.8,2024,1,27,5,1
Morrisons,Tiger Energy Drink,3.2,2024,1,27,5,1
Morrisons,Ambrosia Light Rice Pudding,5.0,2024,1,27,5,1
Morrisons,Fruit Shoot Orange Kids Juice Drink,1.9,2024,1,27,5,1
Morrisons,Heinz Spaghetti Bolognese,4.98,2024,1,27,5,1
Morrisons,Johnson's Soothing Vapour Bath,5.7,2024,1,27,5,1
Morrisons,Quaker Oat So Simple Original Porridge Pot,28.7,2024,1,27,5,1
Morrisons,Walkers Salt & Shake Multipack Crisps,15.3,2024,1,27,5,1
Morrisons,Schar Gluten Free Jaffa Cakes,9.3,2024,1,27,5,1
Morrisons,Heinz Tomato Ketchup,5.4,2024,1,27,5,1
Morrisons,Arla Protein Chocolate Flavour Pudding,6.2,2024,1,27,5,1
Morrisons,Monster Energy Drink,3.6,2024,1,27,5,1
Morrisons,Ginsters Peppered Steak Slice,7.3,2024,1,27,5,1
Morrisons,Haagen-Dazs Strawberry Cheesecake Ice Cream,8.1,2024,1,27,5,1
Morrisons,Heinz Broccoli & Stilton Soup,4.2,2024,1,27,5,1
Morrisons,Goodfella's Gluten Free Margherita Pizza,12.2,2024,1,27,5,1
Morrisons,Soreen Malt Lunchbox Loaves,0.25,2024,1,27,5,1
Morrisons,Princes Reduced Salt Corned Beef,8.8,2024,1,27,5,1
Morrisons,Quorn Vegetarian Chicken & Leek Family Pie,5.15,2024,1,27,5,1
Morrisons,Coca-Cola Zero Sugar Cherry,3.8,2024,1,27,5,1
Morrisons,Swizzels Luscious Lollies,6.5,2024,1,27,5,1
Morrisons,Dolmio Pasta Bake Carbonara Pasta Sauce,5.2,2024,1,27,5,1
Morrisons,Quorn Vegetarian Steak Strips,6.67,2024,1,27,5,1
Morrisons,Rajah Haldi Ground Turmeric,10.0,2024,1,27,5,1
Morrisons,Walkers Meaty Variety Multipack Crisps,10.5,2024,1,27,5,1
Morrisons,Dr. Oetker Liquid Glucose,15.4,2024,1,27,5,1
Morrisons,Buxton Still Natural Mineral Water,0.6,2024,1,27,5,1
Morrisons,Deep Heat Muscle Rescue Heat Spray,81.4,2024,1,27,5,1
Morrisons,Oust All Purpose Descaler,22.67,2024,1,27,5,1
Morrisons,Schweppes Slimline Lemonade,0.7,2024,1,27,5,1
Morrisons,Pip & Nut Crunchy Peanut Butter,6.7,2024,1,27,5,1
Morrisons,Bakers Meaty Meals Adult Small Dry Dog Food Beef,4.35,2024,1,27,5,1
Morrisons,HP Brown Sauce,5.5,2024,1,27,5,1
Morrisons,Lyle's Golden Syrup,2.8,2024,1,27,5,1
Morrisons,Bakers Meaty Meals Adult Dry Dog Food Beef,4.1,2024,1,27,5,1
Morrisons,Savlon Antiseptic Cream,73.0,2024,1,27,5,1
Morrisons,M&M's Milk Chocolate Bites Pouch Bag,14.8,2024,1,27,5,1
Morrisons,Peperami Chorizo,20.0,2024,1,27,5,1
Morrisons,Black Sheep Ale,3.13,2024,1,27,5,1
Morrisons,Tropicana Pressed Apple Fruit Juice,2.0,2024,1,27,5,1
Morrisons,Peperami Firestick,20.0,2024,1,27,5,1
Morrisons,Sudafed Blocked Nose Spray,366.7,2024,1,27,5,1
Morrisons,McCain Crispy French Fries,3.54,2024,1,27,5,1
Morrisons,Yakult Original,5.6,2024,1,27,5,1
Morrisons,Cofresh Chilli & Lemon Bombay Mix,5.0,2024,1,27,5,1
Morrisons,Cetaphil Gentle Skin Cleanser,31.8,2024,1,27,5,1
Morrisons,Heinz Macaroni Cheese,4.98,2024,1,27,5,1
Morrisons,Tilda Kids Sunshine Vegetable Rice,10.0,2024,1,27,5,1
Morrisons,Ginsters Chicken Tikka Slice,7.3,2024,1,27,5,1
Morrisons,Rustlers All Day Breakfast Pancake Stack,17.4,2024,1,27,5,1
Morrisons,San Pellegrino Sparkling Natural Mineral Water,0.9,2024,1,27,5,1
Morrisons,Rajah Chilli Powder,10.0,2024,1,27,5,1
Morrisons,Cetaphil Oily Skin Cleanser,31.8,2024,1,27,5,1
Morrisons,Robinsons Crushed Lime & Mint Fruit Cordial,6.0,2024,1,27,5,1
Morrisons,Morliny Frankfurters,7.1,2024,1,27,5,1
Morrisons,Pip & Nut Smooth Peanut Butter,6.7,2024,1,27,5,1
Morrisons,Tropicana Pure Orange & Mango Fruit Juice,2.0,2024,1,27,5,1
Morrisons,Innocent Tropical Juice,2.2,2024,1,27,5,1
Morrisons,Onken Natural Set Yogurt,2.8,2024,1,27,5,1
Morrisons,Bakers Meaty Meals Adult Dry Dog Food Chicken,4.1,2024,1,27,5,1
Morrisons,Robinsons Pressed Pear & Elderflower Fruit Cordial,6.0,2024,1,27,5,1
Morrisons,Fruit Shoot Apple Kids Juice Drink,2.2,2024,1,27,5,1
Morrisons,Lindt Gold Bunny White Chocolate,31.3,2024,1,27,5,1
Morrisons,Dolmio Bolognese Chunky Mushroom Pasta Sauce,5.0,2024,1,27,5,1
Morrisons,Jimmy's Iced Coffee Original,6.8,2024,1,27,5,1
Morrisons,Kiddylicious Banana & Pumpkin Melty Buttons,73.3,2024,1,27,5,1
Morrisons,Covonia Dry & Tickly Cough Linctus,31.7,2024,1,27,5,1
Morrisons,Shaken Udder Chocolush Milkshake,4.82,2024,1,27,5,1
Morrisons,Metanium Nappy Rash Ointment,155.0,2024,1,27,5,1
Morrisons,Pepsi Max Lime No Sugar Cola Cans,1.3,2024,1,27,5,1
Morrisons,Mr Muscle Oven Cleaner,13.33,2024,1,27,5,1
Morrisons,Benylin Dry & Tickly Cough Syrup,32.7,2024,1,27,5,1
Morrisons,Barossa Ink Shiraz,12.64,2024,1,27,5,1
Morrisons,Bonne Maman Strawberry Conserve,20.0,2024,1,27,5,1
Morrisons,Peperami Pizza Buns Original,15.6,2024,1,27,5,1
Morrisons,Bundaberg Ginger Beer,4.1,2024,1,27,5,1
Morrisons,Shaken Udder Vanillalicious Milkshake,4.82,2024,1,27,5,1
Morrisons,Aunt Bessie's Jam Roly Poly,8.3,2024,1,27,5,1
Morrisons,Haagen-Dazs Vanilla Ice Cream,11.3,2024,1,27,5,1
Morrisons,Cherry Blossom Shoe Polish Black,50.0,2024,1,27,5,1
Morrisons,Monster Energy Drink Pacific Punch,3.0,2024,1,27,5,1
Morrisons,Naked Strawberry & Banana Smoothie,7.8,2024,1,27,5,1
Morrisons,Colgate Total Advanced Deep Clean Toothpaste,33.3,2024,1,27,5,1
Morrisons,Haagen-Dazs Belgian Chocolate Ice Cream,11.3,2024,1,27,5,1
Morrisons,Canescool Soothing Cream Gel,400.0,2024,1,27,5,1
Morrisons,Heinz Seriously Good Mayonnaise,4.4,2024,1,27,5,1
Morrisons,Pukka Vegan Chicken & Mushroom Pie,9.5,2024,1,27,5,1
Morrisons,Yutaka Sushi Rice,3.4,2024,1,27,5,1
Morrisons,Halo Top Sea Salt Caramel Ice Cream,7.93,2024,1,27,5,1
Morrisons,Bonne Maman Black Cherry Conserve,7.7,2024,1,27,5,1
Morrisons,Lurpak Slightly Salted Butter,8.5,2024,1,27,5,1
Morrisons,Nescafe Azera Americano Instant Coffee,39.3,2024,1,27,5,1
Morrisons,Deliciously Ella Nutty Granola,7.6,2024,1,27,5,1
Morrisons,Ben & Jerry's Caramel Chew Chew Ice Cream Tub,11.8,2024,1,27,5,1
Morrisons,Lurpak Unsalted Butter,8.5,2024,1,27,5,1
Morrisons,Heinz Seriously Good Light Mayonnaise,4.4,2024,1,27,5,1
Morrisons,Bonne Maman Wild Blueberry Conserve,7.7,2024,1,27,5,1
Morrisons,Yeo Valley Organic Strawberry Yogurt,5.0,2024,1,27,5,1
Morrisons,Sterling Rolling Tobacco Essential,609.0,2024,1,27,5,1
Morrisons,Yutaka Japanese Rice Vinegar,12.4,2024,1,27,5,1
Morrisons,Pukka Steak Slice,7.3,2024,1,27,5,1
Morrisons,Nizoral Anti-Dandruff Shampoo,108.3,2024,1,27,5,1
Morrisons,Ginsters Chicken & Bacon Pasty,6.9,2024,1,27,5,1
Morrisons,Blue Dragon Satay Stir Fry Sauce,7.92,2024,1,27,5,1
Morrisons,Coors,2.56,2024,1,27,5,1
Morrisons,Rustlers All Day Breakfast Sausage Muffin,14.1,2024,1,27,5,1
Morrisons,Pukka Beef Pasty,5.9,2024,1,27,5,1
Morrisons,Saint Agur Blue Cheese,21.27,2024,1,27,5,1
Morrisons,Ginsters Philly Cheese Steak Bake,8.5,2024,1,27,5,1
Morrisons,Pukka Chicken & Bacon Slice,7.3,2024,1,27,5,1
Morrisons,Yakult Balance,5.6,2024,1,27,5,1
Morrisons,Bulldog Sensitive Moisturiser,66.0,2024,1,27,5,1
Morrisons,Bulldog Skincare Original Shower Gel,10.0,2024,1,27,5,1
Morrisons,Pukka Vegan Sausage Roll,13.5,2024,1,27,5,1
Morrisons,Pukka Pepperoni Pizza Slice,7.3,2024,1,27,5,1
Morrisons,Bisto Reduced Salt Gravy Granules,14.7,2024,1,27,5,1
Morrisons,Pringles Original Sharing Crisps,12.2,2024,1,27,5,1
Morrisons,Kenco Smooth Instant Coffee,30.0,2024,1,27,5,1
Morrisons,Loyd Grossman Tomato & Basil Pasta Sauce,8.5,2024,1,27,5,1
Morrisons,Pringles Sour Cream & Onion Sharing Crisps,12.2,2024,1,27,5,1
Morrisons,Pukka All Day Breakfast Slice,7.3,2024,1,27,5,1
Morrisons,Loyd Grossman Tomato & Chilli Pasta Sauce,8.5,2024,1,27,5,1
Morrisons,Kenco Rich Instant Coffee,30.0,2024,1,27,5,1
Morrisons,Pringles Salt & Vinegar Sharing Crisps,12.2,2024,1,27,5,1
Morrisons,Gressingham Duck Fat,9.96,2024,1,27,5,1
Morrisons,Paxo Sage & Onion Stuffing Mix,15.88,2024,1,27,5,1
Morrisons,Bisto Chicken Gravy Granules,14.7,2024,1,27,5,1
Morrisons,Squeaky Bean Spanish Chorizo Style Slices,33.22,2024,1,27,5,1
Morrisons,Bisto Best Beef Gravy Granules,13.0,2024,1,27,5,1
Morrisons,Colman's Tartare Sauce,11.8,2024,1,27,5,1
Morrisons,Jordans Frusli Juicy Red Berry Chewy Cereal Bars,12.8,2024,1,27,5,1
Morrisons,Blue Dragon Hoisin & Garlic Stir Fry Sauce,7.9,2024,1,27,5,1
Morrisons,Lea & Perrins Worcestershire Sauce,11.3,2024,1,27,5,1
Morrisons,Pip & Nut Smooth Almond Butter,19.9,2024,1,27,5,1
Morrisons,Blue Dragon Sweet Chilli & Garlic Stir Fry Sauce,7.9,2024,1,27,5,1
Morrisons,Blue Dragon Coconut Milk,6.2,2024,1,27,5,1
Morrisons,Napolina Extra Virgin Olive Oil,12.0,2024,1,27,5,1
Morrisons,Bisto Best Chicken Gravy Granules,13.0,2024,1,27,5,1
Morrisons,Bisto Reduced Salt Chicken Gravy Granules,14.7,2024,1,27,5,1
Morrisons,Blue Dragon Thai Green Curry Paste,13.5,2024,1,27,5,1
Morrisons,Bisto Onion Gravy Granules,14.7,2024,1,27,5,1
Morrisons,Sharwood's Fine Egg Noodles,8.85,2024,1,27,5,1
Morrisons,Colman's Bramley Apple Sauce,11.0,2024,1,27,5,1
Morrisons,Knorr Chicken Stock Cubes,18.8,2024,1,27,5,1
Morrisons,Pringles Cheese & Onion Sharing Crisps,12.2,2024,1,27,5,1
Morrisons,Colman's Horseradish Sauce,12.5,2024,1,27,5,1
Morrisons,Blue Dragon Thai Red Curry Paste,13.5,2024,1,27,5,1
Morrisons,Filippo Berio Extra Virgin Olive Oil,17.2,2024,1,27,5,1
Morrisons,Pringles Prawn Cocktail Sharing Crisps,12.2,2024,1,27,5,1
Morrisons,Filippo Berio Mild & Light Olive Oil,17.2,2024,1,27,5,1
Morrisons,Pringles Paprika Sharing Crisps,12.2,2024,1,27,5,1
Morrisons,Pringles Smokey Bacon Sharing Crisps,12.2,2024,1,27,5,1
Morrisons,Blue Dragon Fish Sauce,11.7,2024,1,27,5,1
Morrisons,Kenco Gold Indulgence Instant Coffee,30.8,2024,1,27,5,1
Morrisons,Colman's Seafood Sauce,11.0,2024,1,27,5,1
Morrisons,Bonne Maman Raspberry Conserve,9.7,2024,1,27,5,1
Morrisons,French's Classic Yellow Mustard,10.2,2024,1,27,5,1
Morrisons,Betty Crocker Vanilla Buttercream Style Icing,7.5,2024,1,27,5,1
Morrisons,Betty Crocker Velvety Vanilla Cake Mix,7.0,2024,1,27,5,1
Morrisons,Kellogg's Special K Oats & Honey Cereal,7.8,2024,1,27,5,1
Morrisons,Lee Kum Kee Panda Oyster Sauce,4.7,2024,1,27,5,1
Morrisons,Napolina Olive Oil,12.0,2024,1,27,5,1
Morrisons,Pek Chopped Pork,11.7,2024,1,27,5,1
Morrisons,Bonne Maman Apricot Conserve,8.9,2024,1,27,5,1
Morrisons,Maille Wholegrain Mustard,13.3,2024,1,27,5,1
Morrisons,Betty Crocker Chocolate Fudge Icing,7.5,2024,1,27,5,1
Morrisons,Whole Earth Crunchy Peanut Butter,6.8,2024,1,27,5,1
Morrisons,Bisto Vegetable Gravy Granules,14.7,2024,1,27,5,1
Morrisons,Knorr Beef Stock Cubes,15.0,2024,1,27,5,1
Morrisons,Bisto Best Lamb Gravy Granules,13.0,2024,1,27,5,1
Morrisons,Betty Crocker Red Velvet Chocolate Cake Mix,7.0,2024,1,27,5,1
Morrisons,Ocean Spray Smooth Cranberry Sauce,7.0,2024,1,27,5,1
